er,sx,sy,sz,u (sy/sx),v (sz/sx),d,Pxx,Pyy,Pzz,Nx,Ny,Nz,N_sum
15,1.0,0.5,0.2,0.5,0.2,0.02,0.6112394765641591,0.3425624451791959,0.15872668852818808,0.16360199861780925,0.2919175800128633,0.6300137735327422,1.0855333521634147
17.5,1.0,0.5,0.2,0.5,0.2,0.02,0.6593534133063899,0.3574241013224347,0.16197313337447986,0.1516637329570201,0.27977967806314585,0.6173863400469093,1.0488297510670752
20,1.0,0.5,0.2,0.5,0.2,0.02,0.7031048300500413,0.3699168073120387,0.1645049491424345,0.14222630214740925,0.2703310528835914,0.6078844467677157,1.0204418017987162
0.5,1.0,0.3,0.3,0.3,0.3,0.03,-0.04857386813549776,-0.05806582395136574,-0.05806582395136578,-1.8528481147299867,-1.5499650891956929,-1.5499650891956918,-4.952778293121371
1.25,1.0,0.3,0.3,0.3,0.3,0.03,0.021793587712424265,0.02032905747563349,0.020329057475633495,4.129655070454144,4.427160487291379,4.427160487291377,12.9839760450369
1.5,1.0,0.3,0.3,0.3,0.3,0.03,0.04232412673534797,0.03715034468412325,0.03715034468412326,2.126446708818553,2.422588559143647,2.4225885591436467,6.971623827105846
1.75,1.0,0.3,0.3,0.3,0.3,0.03,0.06176463646899473,0.05136732044009571,0.05136732044009572,1.4571444947333116,1.75208672029053,1.7520867202905297,4.961317935314371
2,1.0,0.3,0.3,0.3,0.3,0.03,0.08024133019262986,0.0635819357061444,0.06358193570614441,1.1216165009221952,1.4154963827454317,1.4154963827454312,3.9526092664130577
3,1.0,0.3,0.3,0.3,0.3,0.03,0.1462071131964771,0.09931726418495024,0.09931726418495024,0.6155651256109239,0.9061868622599242,0.9061868622599242,2.427938850130772
5,1.0,0.3,0.3,0.3,0.3,0.03,0.2504325415755213,0.13929359720008974,0.13929359720008974,0.3593782159211098,0.6461172789637887,0.6461172789637887,1.651612773848687
8,1.0,0.3,0.3,0.3,0.3,0.03,0.3631030148260667,0.16932809265405807,0.1693280926540581,0.24786354374697692,0.5315125127162004,0.5315125127162003,1.3108885691793777
10,1.0,0.3,0.3,0.3,0.3,0.03,0.41979394832923445,0.18117190543813114,0.18117190543813103,0.21439089429039393,0.4967657638879022,0.4967657638879025,1.2079224220661988
12.5,1.0,0.3,0.3,0.3,0.3,0.03,0.47707998003703417,0.19154352476259215,0.19154352476259204,0.18864761416526762,0.46986709736886245,0.4698670973688627,1.1283818089029927
15,1.0,0.3,0.3,0.3,0.3,0.03,0.52398309769854,0.1990324664871834,0.19903247206308508,0.17176126557383564,0.45218753296108855,0.452187520293039,1.0761363188279631
17.5,1.0,0.3,0.3,0.3,0.3,0.03,0.5645495112495797,0.20475544803504103,0.20475652583458984,0.15941914430284965,0.4395487439464749,0.4395464302451852,1.0385143184945098
20,1.0,0.3,0.3,0.3,0.3,0.03,0.5966715320714963,0.20932015330869883,0.20932023637715125,0.15083675885715916,0.42996337704411486,0.42996320641373076,1.0107633423150046
0.5,1.0,0.3,0.2,0.3,0.2,0.02,-0.03180593314665969,-0.03706594005093307,-0.04136680039659342,-1.8864404865386346,-1.6187367679749325,-1.4504385020056092,-4.955615756519176
1.25,1.0,0.3,0.2,0.3,0.2,0.02,0.01464006704337833,0.013762756921682879,0.013252772726990143,4.098341887521469,4.359591638610684,4.527354481663,12.985288007795154
1.5,1.0,0.3,0.2,0.3,0.2,0.02,0.028633722463896852,0.025473693779973168,0.023784753932965485,2.095431359846826,2.355371016007526,2.522624373962535,6.973426749816887
1.75,1.0,0.3,0.2,0.3,0.2,0.02,0.04206417493060663,0.03560317015370201,0.03239773167354423,1.4263919380085819,1.6852431887659085,1.8519815092176835,4.963616635992174
2,1.0,0.3,0.2,0.3,0.2,0.02,0.05499136040872076,0.04447707917747393,0.039597401116943355,1.0910804816257091,1.349009447328724,1.5152509585869403,3.9553408875413734
3,1.0,0.3,0.2,0.3,0.2,0.02,0.10246134990840668,0.07135423762322983,0.05967588376366026,0.5855866632016445,0.840875076219252,1.0054312766883078,2.4318930161092043
5,1.0,0.3,0.2,0.3,0.2,0.02,0.18188666847205484,0.10304391265055686,0.08057234138298358,0.3298757435277255,0.5822760263720999,0.744672414505155,1.6568241844049805
8,1.0,0.3,0.2,0.3,0.2,0.02,0.2744491046472121,0.12797074868389408,0.09530652810896578,0.2186197695092735,0.46885714600458045,0.6295476415991237,1.3170245571129775
10,1.0,0.3,0.2,0.3,0.2,0.02,0.3239312169493054,0.13805569872648782,0.10090320863231314,0.18522450711933047,0.43460719516454266,0.5946292572185425,1.2144609595024156
12.5,1.0,0.3,0.2,0.3,0.2,0.02,0.37613229904659656,0.14699625225049245,0.10570209935401678,0.15951834009492227,0.4081736716508634,0.5676330022457585,1.1353250139915443
15,1.0,0.3,0.2,0.3,0.2,0.02,0.42052785500190293,0.153502409470606,0.10909732911791513,0.14267782570485965,0.39087334333660295,0.5499676342685759,1.0835188033100385
17.5,1.0,0.3,0.2,0.3,0.2,0.02,0.4590806861570702,0.15849495515292625,0.11164581457791578,0.13069597961581758,0.3785609449973224,0.5374137868654896,1.0466707114786296
20,1.0,0.3,0.2,0.3,0.2,0.02,0.4950280869324157,0.16250870773277012,0.11363988632710036,0.1212052438717312,0.3692109846732903,0.5279836326771427,1.018399861222164
0.5,1.0,0.2,0.2,0.2,0.2,0.02,-0.02099270558262994,-0.026216405563583595,-0.026216405563583598,-1.905423759817664,-1.5257621760155702,-1.52576217601557,-4.956948111848805
1.25,1.0,0.2,0.2,0.2,0.2,0.02,0.009801942439825635,0.00898381175411024,0.008983811754110243,4.080823800543717,4.4524530449671715,4.452453044967171,12.985729890478058
1.5,1.0,0.2,0.2,0.2,0.2,0.02,0.01924762600688236,0.016339706234931424,0.01633970623493143,2.0781783678515593,2.4480244274212857,2.4480244274212843,6.974227222694129
1.75,1.0,0.2,0.2,0.2,0.2,0.02,0.02838189218380715,0.02250119672666489,0.022501196726664882,1.4093493041602558,1.7776832266258213,1.7776832266258218,4.9647157574118985
2,1.0,0.2,0.2,0.2,0.2,0.02,0.03723672370199535,0.027753829583058394,0.02775382958305839,1.0742083626937509,1.441242545656365,1.4412425456563651,3.956693454006481
3,1.0,0.2,0.2,0.2,0.2,0.02,0.07027942500106481,0.04289977474921338,0.04289977474921335,0.5691566201543904,0.9324058280919868,0.9324058280919875,2.4339682763383648
5,1.0,0.2,0.2,0.2,0.2,0.02,0.1274582144952326,0.05944296400393121,0.05944296400393128,0.31382834098539925,0.6729139549191161,0.6729139549191153,1.6596562508236308
8,1.0,0.2,0.2,0.2,0.2,0.02,0.19727723046220877,0.07158276918951713,0.07158276918951714,0.20276034850186408,0.5587936936904331,0.558793693690433,1.3203477358827302
10,1.0,0.2,0.2,0.2,0.2,0.02,0.2361233700810345,0.07629690091705825,0.07629690091705818,0.1694029692455792,0.5242676900269342,0.5242676900269347,1.2179383492994482
12.5,1.0,0.2,0.2,0.2,0.2,0.02,0.2783814326210582,0.08038541481114196,0.08038541481114192,0.1436877439108854,0.497602706834023,0.4976027068340233,1.1388931575789316
15,1.0,0.2,0.2,0.2,0.2,0.02,0.31538493801908524,0.08330589849031472,0.08330589849031471,0.12682913854807945,0.48015807673751304,0.4801580767375131,1.0871452920231057
17.5,1.0,0.2,0.2,0.2,0.2,0.02,0.34852446811735,0.08551549020648458,0.08551548946224818,0.11476956041586096,0.467751513830027,0.4677515179008415,1.0502725921467295
20,1.0,0.2,0.2,0.2,0.2,0.02,0.3780856314738006,0.08727134482092269,0.08727156622651287,0.1057961389436504,0.45834059372040625,0.45833943092278445,1.0224761635868411
