er,sx,sy,sz,u (sy/sx),v (sz/sx),label,category,d_target,d_actual,Pxx,Pyy,Pzz,Nx (V/Pxx),Ny (V/Pyy),Nz (V/Pzz)
10000.0,1.0,1.0,1.0,1.0,1.0,cube,crossval,0.07142857142857142,0.0714285714285714,3.5514443140194736,3.5514433506221246,3.5514428786851213,0.28157558209556,0.281575658478355,0.28157569589581516
10000.0,1.0,1.0,1.0,1.0,1.0,cube,crossval,0.1,0.1,3.5076925566892223,3.5076925394192298,3.507692546796129,0.2850876990610209,0.2850877004646395,0.28508769986508203
10000.0,1.0,1.0,1.0,1.0,1.0,cube,crossval,0.16666666666666666,0.16666666666666666,3.4467553285758434,3.446755328946266,3.4467553169136966,0.29012793327955416,0.2901279332483741,0.2901279342612062
