er,sx,sy,sz,smin,nd,Pxx,Pyy,Pzz,Nx,Ny,Nz,N_sum
10000000000.0,1.0,0.3,0.3,0.3,67,16.737498001549543,3.2421120973790805,3.2421120973790813,0.05974608629721245,0.3084409082611298,0.3084409082611297,0.6766279028194719
10000000000.0,1.0,1.0,0.3,0.3,80,6.3466812416834735,6.3466812416834735,1.8238053485626886,0.15756266336998948,0.15756266336998948,0.5483041272952093,0.8634294540351882
10000000000.0,1.0,0.7,0.3,0.3,80,7.173513269542712,4.793755800584582,1.9938575069644315,0.13940170770238872,0.20860470194957648,0.5015403540659533,0.8495467637179185
10000000000.0,1.0,0.5,0.3,0.3,80,8.523606683649446,3.8599830279101854,2.253552672140075,0.11732122763457248,0.2590684966149722,0.44374378835811945,0.8201335126076641
10000000000.0,1.0,0.3,0.3,0.3,80,15.836994667569579,3.1791452222571714,3.1791452222571706,0.06314329334515491,0.31454995921513984,0.31454995921513995,0.6922432117754347
10000000000.0,1.0,1.0,0.3,0.3,94,6.3688418155135675,6.3688418155135675,1.8255407893430264,0.1570144194136124,0.1570144194136124,0.5477828848512768,0.8618117236785017
10000000000.0,1.0,0.7,0.3,0.3,94,7.199488949814443,4.796310712434414,1.994611173947805,0.13889874780983916,0.2084935818289471,0.5013508462507831,0.8487431758895694
10000000000.0,1.0,0.5,0.3,0.3,94,8.526828239549932,3.846302038099332,2.249107624859774,0.1172769020210477,0.25998998261045425,0.4446207860161193,0.8218876706476212
10000000000.0,1.0,0.3,0.3,0.3,94,15.213350883198652,3.1309802409360876,3.1309802409360876,0.06573173837095822,0.3193887929810199,0.3193887929810199,0.7045093243329981
10000000000.0,1.0,1.0,0.3,0.3,100,6.376682222329319,6.376682222329319,1.8261629932120669,0.1568213633883598,0.1568213633883598,0.5475962461823215,0.8612389729590411
10000000000.0,1.0,0.7,0.3,0.3,100,7.208676522346006,4.797171417778628,1.9948785651109053,0.13872171915331805,0.20845617404746788,0.5012836457764059,0.8484615389771919
10000000000.0,1.0,0.5,0.3,0.3,100,8.527807344287693,3.841358083301641,2.2475022828635174,0.11726343708618661,0.26032459830990334,0.44493836897282757,0.8225264043689176
10000000000.0,1.0,0.3,0.3,0.3,100,15.000230157146854,3.1135706003026162,3.1135706003026162,0.06666564376170925,0.3211746667645202,0.3211746667645202,0.7090149772907497
10,1.0,1.0,0.5,0.5,40,3.039863828099771,3.039863828099771,1.795267308517739,0.32896210374827983,0.32896210374827983,0.5570201135259624,1.214944321022522
10,1.0,0.7,0.5,0.5,40,3.2903754110938053,2.5526103775440747,1.9631315532855038,0.3039166888460227,0.39175583112771134,0.5093902129617327,1.2050627329354668
10,1.0,0.5,0.5,0.5,40,3.598485743322486,2.18563973241653,2.18563973241653,0.2778946677378521,0.45753194598743874,0.45753194598743874,1.1929585597127295
10,1.0,1.0,0.5,0.5,48,3.0463661326022846,3.0463661326022846,1.7964189378580881,0.3282599518481957,0.3282599518481957,0.5566630249357776,1.213182928632169
10,1.0,0.7,0.5,0.5,48,3.2990275852861024,2.552929724281175,1.9630608624760473,0.3031196236309363,0.39170682627449477,0.5094085563596231,1.2042350062650542
10,1.0,0.5,0.5,0.5,48,3.6075078845347486,2.1822616223826943,2.1822616223826943,0.2771996713540011,0.4582401989492688,0.4582401989492688,1.1936800692525387
10,1.0,1.0,0.5,0.5,56,3.0511110299124273,3.051111029912427,1.7973003481982572,0.32774946247324926,0.3277494624732493,0.5563900329749959,1.2118889579214946
10,1.0,0.7,0.5,0.5,56,3.3053612833970125,2.5530862436353265,1.9630024025761363,0.302538789034363,0.3916828123189858,0.5094237269845697,1.2036453283379185
