er,sx,sy,sz,u (sy/sx),v (sz/sx),d,Pxx,Pyy,Pzz,Nx,Ny,Nz,N_sum
17.5,1.0,1.0,0.2,1.0,0.2,0.02,5.598098641711175,5.598098640673082,1.4223492876264823,0.1786320792115105,0.17863207924463545,0.7030621864118416,1.0603263448679876
20,1.0,1.0,0.2,1.0,0.2,0.02,5.9073773215706264,5.907373196708541,1.4415854508801875,0.16927985899064335,0.16927997719141533,0.6936806967560826,1.0322405329381412
0.5,1.0,0.7,0.7,0.7,0.7,0.06999999999999999,-0.5861372965747451,-0.6173276521209211,-0.6173276521209212,-1.7060849153325948,-1.619885317892939,-1.6198853178929389,-4.9458555511184725
1.25,1.0,0.7,0.7,0.7,0.7,0.06999999999999999,0.23418292495448007,0.22960965051987017,0.22960965051987012,4.270166154062589,4.355217638874726,4.355217638874727,12.980601431812042
1.5,1.0,0.7,0.7,0.7,0.7,0.06999999999999999,0.44130082721425395,0.4254200936903883,0.4254200936903885,2.2660279300008983,2.3506176949125934,2.350617694912592,6.967263319826084
1.75,1.0,0.7,0.7,0.7,0.7,0.06999999999999999,0.6266222031577222,0.5952357172635617,0.5952357172635615,1.5958579108124864,1.6800067116221362,1.6800067116221369,4.955871334056759
2,1.0,0.7,0.7,0.7,0.7,0.06999999999999999,0.7939172887406319,0.7444285306298168,0.744428530629817,1.2595770544136544,1.343312297762096,1.3433122977620957,3.946201649937846
3,1.0,0.7,0.7,0.7,0.7,0.06999999999999999,1.3309093514957535,1.1994391539822062,1.199439153982206,0.7513659731041349,0.8337229918499351,0.8337229918499353,2.418811956804005
5,1.0,0.7,0.7,0.7,0.7,0.06999999999999999,2.0288733990980767,1.743915892670762,1.7439158926707623,0.4928843763462737,0.5734221496591363,0.5734221496591362,1.639728675664546
8,1.0,0.7,0.7,0.7,0.7,0.06999999999999999,2.6334232731962373,2.180236728656042,2.180236728656041,0.37973386586892294,0.4586657892954714,0.4586657892954716,1.297065444459866
10,1.0,0.7,0.7,0.7,0.7,0.06999999999999999,2.8931490054822446,2.359450338053056,2.3594503380530556,0.34564414003741056,0.4238275262132317,0.4238275262132318,1.193299192463874
12.5,1.0,0.7,0.7,0.7,0.7,0.06999999999999999,3.13089907503349,2.5203543818987413,2.520354381898742,0.3193970728645424,0.3967696000142001,0.3967696000141999,1.1129362728929424
