er,sx,sy,sz,smin,Pxx_inf,Pyy_inf,Pzz_inf,Nx_dda_cnv,Ny_dda_cnv,Nz_dda_cnv,Nx_dda_fxd,Ny_dda_fxd,Nz_dda_fxd,Nx_mom,Ny_mom,Nz_mom
10,1.0,1.0,1.0,1.0,2.524292948287634,2.5242928650973635,2.5242929578732825,0.39615053422319885,0.3961505472786849,0.3961505327188728,0.39757598001556566,0.3975759800155649,0.39757598001556493,0.40128877710178906,0.401288777101789,0.401288777101789
10,1.0,1.0,0.5,0.5,3.1084303049347297,3.1084303026181606,1.8078782687107715,0.32170578134322936,0.3217057815829818,0.553134587271253,0.3213872699712757,0.32138726997127526,0.5551844735466414,0.32680187795929155,0.32680187795929166,0.5558514555904919
10,1.0,0.5,0.5,0.5,3.662959795363954,2.1511443676226114,2.162098198877584,0.2730032694504744,0.46486884611337076,0.46251368255111297,0.269261189872297,0.46429660067799855,0.4642966006779985,0.2757719831853831,0.4645272804596617,0.46452985118267753
10,1.0,0.3,0.3,0.3,4.797857714457532,2.001147946057081,2.00114174416281,0.2084263559935655,0.49971317811375643,0.49971472681379503,0.21439089429039393,0.4967657638879022,0.4967657638879025,0.202946767932868,0.47228709750431885,0.47228709750431885
