er,sx,sy,sz,smin,nd,Pxx,Pyy,Pzz,Nx,Ny,Nz,N_sum
6.0,1.0,0.3,0.2,0.2,70,3.633418002160281,2.0551499574995864,1.5395679381663034,0.27522294418243126,0.48658249795876574,0.649532882057187,1.411338324198384
6.0,1.0,0.2,0.2,0.2,70,4.586119953508337,2.055714866830212,2.0557148668302117,0.21804924645178758,0.4864487853521921,0.4864487853521922,1.190946817156172
6.0,1.0,1.0,0.2,0.2,85,2.997385109646269,2.997385109646269,1.1685907961938173,0.333624130173254,0.333624130173254,0.8557315385822569,1.5229797989287648
6.0,1.0,0.7,0.2,0.2,85,3.1122211092100565,2.654719728874382,1.2276309848031393,0.3213139314043853,0.3766875987409814,0.8145770287480633,1.51257855889343
6.0,1.0,0.5,0.2,0.2,85,3.260917576844673,2.360572057885049,1.3087394697782961,0.30666215150633136,0.42362612768362107,0.7640940180167429,1.4943822972066954
6.0,1.0,0.3,0.2,0.2,85,3.6226942795262294,2.0340375773687387,1.528402211102735,0.2760376456968868,0.4916330018315664,0.6542780380293383,1.4219486855577914
6.0,1.0,0.2,0.2,0.2,85,4.463580538893629,2.0017425079177844,2.0017425079177844,0.22403538847041088,0.49956475223189495,0.49956475223189495,1.2231648929342007
6.0,1.0,1.0,0.2,0.2,95,3.001290639039412,3.0012906390394116,1.1687710408712166,0.3331899906635028,0.33318999066350286,0.8555995700018264,1.5219795513288321
6.0,1.0,0.7,0.2,0.2,95,3.117094861766883,2.6551463459697264,1.22763767347918,0.3208115390601759,0.3766270742544606,0.8145725905966663,1.5120112039113027
6.0,1.0,0.5,0.2,0.2,95,3.2650366576557643,2.357486237653628,1.3079695032632837,0.30627527493611095,0.4241806310586506,0.7645438196418775,1.494999725636639
6.0,1.0,0.3,0.2,0.2,95,3.616662308124176,2.022306462700678,1.52220258941108,0.27649802906776266,0.49448489556056474,0.6569427794672763,1.4279257040956037
6.0,1.0,0.2,0.2,0.2,95,4.397907237459819,1.9716077896885393,1.9716077896885393,0.22738087594989578,0.5072002683444322,0.5072002683444322,1.24178141263876
6.0,1.0,1.0,0.2,0.2,100,3.0032727874980836,3.0032727874980836,1.1688680292973235,0.3329700865544962,0.3329700865544962,0.8555285754553146,1.521468748564307
6.0,1.0,0.7,0.2,0.2,100,3.119577686431134,2.6553471154933668,1.227644160322811,0.3205562100118821,0.37659859766175946,0.8145682864137507,1.5117230940873922
6.0,1.0,0.5,0.2,0.2,100,3.2671283773394455,2.355882076178807,1.3075742830235997,0.306079187746623,0.4244694630989254,0.7647749064685081,1.4953235573140566
6.0,1.0,0.3,0.2,0.2,100,3.613523963263741,2.0162425966772712,1.5189994168829746,0.2767381675523187,0.49597206290948354,0.6583280999883631,1.4310383304501655
6.0,1.0,0.2,0.2,0.2,100,4.364604364235281,1.9559912629623033,1.9559912629623033,0.22911584110446842,0.5112497274070249,0.5112497274070249,1.2516152959185183
0.7,1.0,1.0,0.3,0.3,67,-0.3198508107156767,-0.31985081071567667,-0.3684391845510548,-3.1264576061647835,-3.1264576061647844,-2.714152136718318,-8.967067349047886
0.7,1.0,0.7,0.3,0.3,67,-0.31820110327451817,-0.3258885957899977,-0.3626657386383225,-3.142666664914989,-3.06853327461756,-2.757359996989611,-8.96855993652216
0.7,1.0,0.5,0.3,0.3,67,-0.31649125038046283,-0.3328644839933566,-0.356248876599151,-3.159645010084394,-3.0042255875515944,-2.8070263955532235,-8.97089699318921
0.7,1.0,0.3,0.3,0.3,67,-0.3138470790206004,-0.34551713807172174,-0.3455171380717218,-3.18626511714121,-2.894212442198517,-2.8942124421985165,-8.974690001538242
0.7,1.0,1.0,0.3,0.3,80,-0.31974748562265026,-0.31974748562265026,-0.3684874031643853,-3.1274679081609706,-3.1274679081609706,-2.7137969749101347,-8.968732791232076
0.7,1.0,0.7,0.3,0.3,80,-0.31806698344532125,-0.3258516407307626,-0.3627226906348084,-3.1439918383478163,-3.0688812790918476,-2.756927057002912,-8.969800174442575
0.7,1.0,0.5,0.3,0.3,80,-0.316328338976073,-0.33288959486961744,-0.3563314943559492,-3.161272250336192,-3.0039989696634075,-2.8063755683663283,-8.971646788365927
0.7,1.0,0.3,0.3,0.3,80,-0.3136310346618564,-0.3456392170351705,-0.3456392170351704,-3.1884599720118816,-2.893190213129794,-2.8931902131297944,-8.974840398271471
0.7,1.0,1.0,0.3,0.3,94,-0.3196748009849212,-0.3196748009849211,-0.3685208255471881,-3.1281790022829146,-3.128179002282915,-2.7135508516111058,-8.969908856176936
0.7,1.0,0.7,0.3,0.3,94,-0.31797281508276537,-0.3258254818151892,-0.36276257651403077,-3.14492293858426,-3.0691276643832537,-2.7566239318551164,-8.97067453482263
0.7,1.0,0.5,0.3,0.3,94,-0.3162139713863675,-0.33290698280359377,-0.3563895815276221,-3.1624156124909026,-3.0038420689720806,-2.805918163246011,-8.972175844708994
0.7,1.0,0.3,0.3,0.3,94,-0.31347930067855967,-0.34572486028971217,-0.3457248602897122,-3.1900032883682985,-2.8924735096053413,-2.892473509605341,-8.97495030757898
0.7,1.0,1.0,0.3,0.3,100,-0.31964984598474333,-0.3196498459847433,-0.3685322202588478,-3.12842321859817,-3.1284232185981704,-2.7134669508615152,-8.970313388057857
0.7,1.0,0.7,0.3,0.3,100,-0.31794052558963426,-0.3258164600763423,-0.36277624751220977,-3.145242331550712,-3.0692126474079586,-2.7565200501897342,-8.970975029148406
0.7,1.0,0.5,0.3,0.3,100,-0.31617476092109115,-0.33291288244450395,-0.356409520946847,-3.162807799986203,-3.003788837059192,-2.8057611854570363,-8.972357822502431
0.7,1.0,0.3,0.3,0.3,100,-0.3134272683605496,-0.3457541975146822,-0.3457541975146822,-3.1905328634318266,-2.8922280833843983,-2.8922280833843983,-8.974989030200623
1.5,1.0,1.0,0.3,0.3,67,0.4565842430868497,0.4565842430868497,0.3844697921095635,2.1901763259267444,2.1901763259267444,2.6009845780420298,6.9813372298955185
1.5,1.0,0.7,0.3,0.3,67,0.4600480828232982,0.4451504032303998,0.39107890252645555,2.173685832713478,2.246431751477989,2.557028756958712,6.9771463411501795
1.5,1.0,0.5,0.3,0.3,67,0.4637861705944454,0.4331482789177189,0.39902041097881585,2.156166059712986,2.3086782256151146,2.506137461858036,6.970981747186136
1.5,1.0,0.3,0.3,0.3,67,0.46971981814726144,0.4139541114632437,0.4139541114632437,2.1289286961413474,2.415726700878035,2.415726700878035,6.960382097897417
1.5,1.0,1.0,0.3,0.3,80,0.4567438957461954,0.4567438957461952,0.38444510775897245,2.1894107601947734,2.1894107601947743,2.601151581377254,6.979973101766802
1.5,1.0,0.7,0.3,0.3,80,0.4602664916250405,0.44517500068162946,0.39103325678944406,2.172654360453981,2.2463076283907464,2.5573272417043045,6.976289230549032
1.5,1.0,0.5,0.3,0.3,80,0.4640437525514944,0.4330425464519177,0.3989094072440521,2.1549692124968995,2.30924191674324,2.506834839791586,6.971045969031725
1.5,1.0,0.3,0.3,0.3,80,0.47004051440609185,0.41367050957543167,0.41367050957543167,2.1274761841828154,2.4173828611238064,2.4173828611238064,6.962241906430428
1.5,1.0,1.0,0.3,0.3,94,0.4568553585527326,0.4568553585527327,0.38442892025376924,2.1888765914181016,2.188876591418101,2.6012611104801375,6.979014293316341
1.5,1.0,0.7,0.3,0.3,94,0.4604197411153868,0.4451909826771438,0.39100182540128814,2.171931198209392,2.246226987767199,2.5575328170749394,6.97569100305153
1.5,1.0,0.5,0.3,0.3,94,0.4642246756938869,0.4329662532344672,0.39883112805064036,2.154129352355684,2.3096488295092668,2.507326860086578,6.971105041951529
1.5,1.0,0.3,0.3,0.3,94,0.470265809979252,0.41346845396369974,0.41346845396369974,2.126456950047293,2.4185641985828368,2.4185641985828368,6.963585347212966
1.5,1.0,1.0,0.3,0.3,100,0.45689344953598277,0.45689344953598277,0.3844235960889627,2.1886941058480742,2.1886941058480742,2.601297137256324,6.978685348952473
1.5,1.0,0.7,0.3,0.3,100,0.46047227163310717,0.44519619351132644,0.39099117019155605,2.1716834250483927,2.2462006966251353,2.557602514425264,6.9754866360987915
1.5,1.0,0.5,0.3,0.3,100,0.4642867288863211,0.4329396595535711,0.3988042122789009,2.1538414470701923,2.3097907016214623,2.50749608256559,6.971128231257245
1.5,1.0,0.3,0.3,0.3,100,0.47034308685809395,0.41339855216695987,0.41339855216695987,2.126107575387214,2.41897315498127,2.41897315498127,6.964053885349754
3.0,1.0,1.0,0.3,0.3,67,1.474368323685393,1.474368323685393,0.9222946369359205,0.6782565685488671,0.6782565685488671,1.0842522117685027,2.440765348866237
3.0,1.0,0.7,0.3,0.3,67,1.5121026734717402,1.3647194330562966,0.9619985419583559,0.6613307532246018,0.7327513449123345,1.039502615008422,2.4335847131453585
3.0,1.0,0.5,0.3,0.3,67,1.555273734503885,1.2626794199283276,1.0131056365655284,0.6429736308245371,0.7919666577418061,0.9870638992692242,2.4220041878355674
3.0,1.0,0.3,0.3,0.3,67,1.6294598966300133,1.1211324227571207,1.1211324227571207,0.6137002831847299,0.8919552942200811,0.8919552942200811,2.397610871624892
3.0,1.0,1.0,0.3,0.3,80,1.4758581394223629,1.4758581394223629,0.9223347992495139,0.6775718975208489,0.6775718975208489,1.0842049988937648,2.4393487939354626
3.0,1.0,0.7,0.3,0.3,80,1.5141051637096052,1.3648122918698382,0.9618491768078563,0.6604561056710014,0.7327014901294351,1.0396640389283869,2.4328216347288234
3.0,1.0,0.5,0.3,0.3,80,1.5573817576667255,1.2613825191892503,1.0122842731005293,0.6421033218587351,0.7927809247291194,0.9878647990224093,2.4227490456102636
3.0,1.0,0.3,0.3,0.3,80,1.6312348470115454,1.1179395389500917,1.1179395389500917,0.6130325144978479,0.8945027572234773,0.8945027572234773,2.4020380289448027
3.0,1.0,1.0,0.3,0.3,94,1.4769074056067715,1.4769074056067715,0.9223735932041759,0.6770905177966527,0.6770905177966527,1.0841593984994329,2.4383404340927384
3.0,1.0,0.7,0.3,0.3,94,1.5155251820724815,1.3648599153834853,0.9617488533716737,0.6598372708215243,0.7326759242680444,1.0397724899740992,2.432285685063668
3.0,1.0,0.5,0.3,0.3,94,1.5588745388390743,1.2604293148929977,1.0116945180180252,0.6414884425174591,0.7933804682136368,0.988440662858453,2.423309573589549
3.0,1.0,0.3,0.3,0.3,94,1.6324751517330751,1.1156200724494787,1.1156200724494787,0.6125667511314802,0.896362502517886,0.896362502517886,2.405291756167252
3.0,1.0,1.0,0.3,0.3,100,1.4772681447314153,1.4772681447314153,0.9223891061740397,0.6769251767639055,0.6769251767639055,1.0841411648364767,2.4379915183642877
3.0,1.0,0.7,0.3,0.3,100,1.5160153955848292,1.3648725281386798,0.961715384550943,0.6596239081162053,0.7326691536269192,1.039808675273437,2.4321017370165614
3.0,1.0,0.5,0.3,0.3,100,1.5593893992384171,1.260093183963277,1.0114894063013689,0.6412766435942077,0.7935921031290517,0.9886411007077363,2.4235098474309957
3.0,1.0,0.3,0.3,0.3,100,1.6328993842580004,1.1148077324395504,1.1148077324395502,0.6124076043144607,0.8970156654831278,0.8970156654831279,2.4064389352807165
6.0,1.0,1.0,0.3,0.3,67,2.7030221963887437,2.7030221963887437,1.2977167902625644,0.36995626648423635,0.36995626648423635,0.7705841578867698,1.5104966908552426
6.0,1.0,0.7,0.3,0.3,67,2.8362660181762496,2.3644580252764196,1.3792274001141156,0.3525762370636204,0.42292990161375094,0.7250436004369266,1.5005497391142981
6.0,1.0,0.5,0.3,0.3,67,3.002160915773385,2.0882356748820086,1.4908985706888838,0.33309340440280516,0.4788731521199124,0.6707364401979006,1.4827029967206182
6.0,1.0,0.3,0.3,0.3,67,3.339072254674033,1.760049103371908,1.760049103371908,0.2994843848018563,0.568165966554113,0.568165966554113,1.4358163179100822
6.0,1.0,1.0,0.3,0.3,80,2.708000616604281,2.7080006166042816,1.298155275589628,0.3692761345283436,0.36927613452834357,0.770323873271474,1.5088761423281611
6.0,1.0,0.7,0.3,0.3,80,2.8426166162447792,2.3647585735512013,1.3791737247178713,0.35178855786787167,0.4228761494659819,0.7250718180587175,1.499736525392571
6.0,1.0,0.5,0.3,0.3,80,3.0075471616836897,2.08392117904234,1.4888515009978878,0.33249686413568275,0.47986459855432106,0.6716586572467167,1.4840201199367204
6.0,1.0,0.3,0.3,0.3,80,3.336076254187765,1.748902203454273,1.748902203454273,0.2997533400936815,0.571787260616912,0.571787260616912,1.4433278613275053
6.0,1.0,1.0,0.3,0.3,94,2.711559075072457,2.711559075072458,1.2984943631280608,0.3687915226310452,0.3687915226310451,0.7701227116542958,1.507705756916386
6.0,1.0,0.7,0.3,0.3,94,2.8471796697347194,2.364917234016599,1.379146742434835,0.35122476134186964,0.4228477790326683,0.725086003708739,1.4991585440832769
6.0,1.0,0.5,0.3,0.3,94,3.011383947549549,2.080704305369928,1.4873506882353378,0.3320732319150898,0.48060649339705686,0.6723363951150261,1.4850161204271728
6.0,1.0,0.3,0.3,0.3,94,3.3337105576668478,1.7406640571443972,1.7406640571443972,0.2999660536516003,0.5744933928494651,0.5744933928494651,1.4489528393505304
6.0,1.0,1.0,0.3,0.3,100,2.7127944103783284,2.7127944103783284,1.2986173346586547,0.3686235846602689,0.3686235846602689,0.7700497854996313,1.5072969548201691
6.0,1.0,0.7,0.3,0.3,100,2.8487685836131527,2.364960560205249,1.3791397165831278,0.351028864103689,0.42284003244147655,0.7250896975670738,1.4989585941122394
6.0,1.0,0.5,0.3,0.3,100,3.012712906205839,2.079559753601325,1.4868218629079537,0.3319267487918003,0.4808710104473926,0.672575528344856,1.4853732875840489
6.0,1.0,0.3,0.3,0.3,100,3.332842267368834,1.7377477637271328,1.7377477637271328,0.3000442024487004,0.575457509354058,0.575457509354058,1.4509592211568165
0.7,1.0,1.0,0.5,0.5,40,-0.3259836248696386,-0.32598362486963856,-0.35324206507016503,-3.067638751486065,-3.0676387514860655,-2.83091992399424,-8.966197426966371
0.7,1.0,0.7,0.5,0.5,40,-0.3234314043459087,-0.3334295274695281,-0.34757944284784154,-3.0918457099809133,-2.9991345025415885,-2.8770401143595996,-8.968020326882101
0.7,1.0,0.5,0.5,0.5,40,-0.32087402850338415,-0.3417096351676657,-0.3417096351676657,-3.1164878150599633,-2.9264612322369334,-2.9264612322369334,-8.96941027953383
0.7,1.0,1.0,0.5,0.5,48,-0.3258912197301877,-0.3258912197301877,-0.3532991137433523,-3.0685085680673487,-3.0685085680673487,-2.830462803613008,-8.967479939747705
0.7,1.0,0.7,0.5,0.5,48,-0.32329544010756484,-0.3334207314311501,-0.3476365844917944,-3.0931460080825337,-2.9992136233031315,-2.876567210156801,-8.968926841542466
0.7,1.0,0.5,0.5,0.5,48,-0.3206953523455933,-0.341769613080274,-0.34176961308027404,-3.1182241734590606,-2.925947661020181,-2.9259476610201807,-8.970119495499421
0.7,1.0,1.0,0.5,0.5,56,-0.32582544362720034,-0.32582544362720034,-0.35333986595258915,-3.069128024096761,-3.069128024096761,-2.8301363541417635,-8.968392402335287
0.7,1.0,0.7,0.5,0.5,56,-0.3231985905971106,-0.3334147337492714,-0.34767766789880916,-3.0940728985002575,-2.999267575115628,-2.876227299968682,-8.969567773584568
0.7,1.0,0.5,0.5,0.5,56,-0.3205679435785931,-0.34181276992549886,-0.34181276992549886,-3.119463502297546,-2.925578234593046,-2.925578234593046,-8.97061997148364
0.7,1.0,1.0,0.5,0.5,64,-0.3257762329889899,-0.3257762329889899,-0.3533705067002477,-3.069591636028883,-3.069591636028883,-2.8298909530903953,-8.96907422514816
0.7,1.0,0.7,0.5,0.5,64,-0.32312610722713436,-0.333410392083429,-0.3477086817368337,-3.094766958267077,-2.99930663153946,-2.875970755187696,-8.970044344994234
0.7,1.0,0.5,0.5,0.5,64,-0.3204725140581928,-0.341845325989084,-0.341845325989084,-3.1203924084997054,-2.925299613521504,-2.925299613521504,-8.970991635542713
0.7,1.0,1.0,0.5,0.5,72,-0.3257380262878008,-0.3257380262878008,-0.3533944263027566,-3.0699516768007475,-3.0699516768007475,-2.829699411114339,-8.969602764715834
0.7,1.0,0.7,0.5,0.5,72,-0.3230698244089078,-0.3334071068422518,-0.3477329536880163,-3.0953061055132935,-2.999336185335545,-2.8757700108491684,-8.970412301698007
0.7,1.0,0.5,0.5,0.5,72,-0.3203983686040467,-0.34187076695086627,-0.34187076695086627,-3.121114518644181,-2.9250819218003516,-2.9250819218003516,-8.971278362244885
0.7,1.0,1.0,0.5,0.5,80,-0.32570750062092624,-0.32570750062092624,-0.35341364328919744,-3.070239396064284,-3.070239396064284,-2.8295455452513547,-8.970024337379922
0.7,1.0,0.7,0.5,0.5,80,-0.32302485696538724,-0.33340453486551447,-0.3477524844263451,-3.095736994961821,-2.9993593230619084,-2.8756084996764493,-8.97070481770018
